loss	train_acc	test_acc
0.144411	1.000000	0.761000
0.213106	1.000000	0.761000
0.206090	1.000000	0.763000
0.165347	1.000000	0.769000
0.153564	1.000000	0.774000
0.165277	1.000000	0.773000
0.152915	1.000000	0.775000
0.128342	1.000000	0.777000
0.108476	1.000000	0.778000
0.167339	1.000000	0.774000
0.105397	1.000000	0.772000
0.118292	1.000000	0.772000
0.121128	1.000000	0.772000
0.162240	1.000000	0.768000
0.126436	1.000000	0.764000
0.100899	1.000000	0.761000
0.097373	1.000000	0.758000
0.103233	1.000000	0.757000
0.133733	1.000000	0.757000
0.099323	1.000000	0.759000
0.126899	1.000000	0.759000
0.115067	1.000000	0.759000
0.082394	1.000000	0.760000
0.082141	1.000000	0.761000
0.102119	1.000000	0.761000
0.134027	1.000000	0.758000
0.105399	1.000000	0.757000
0.081096	1.000000	0.758000
0.093756	1.000000	0.755000
0.091205	1.000000	0.755000
0.071684	1.000000	0.752000
0.093166	1.000000	0.751000
0.078874	1.000000	0.756000
0.125300	1.000000	0.760000
0.112693	1.000000	0.762000
0.078063	1.000000	0.766000
0.071858	1.000000	0.768000
0.086156	1.000000	0.771000
0.073772	1.000000	0.770000
0.072041	1.000000	0.770000
0.077750	1.000000	0.769000
0.093401	1.000000	0.769000
0.064628	1.000000	0.771000
0.097872	1.000000	0.767000
0.084469	1.000000	0.770000
0.073636	1.000000	0.767000
0.076347	1.000000	0.766000
0.114770	1.000000	0.765000
0.072379	1.000000	0.760000
0.079749	1.000000	0.760000
0.090839	1.000000	0.759000
0.093169	1.000000	0.758000
0.066226	1.000000	0.756000
0.059379	1.000000	0.759000
0.083019	1.000000	0.757000
0.066304	1.000000	0.756000
0.051442	1.000000	0.756000
0.047907	1.000000	0.757000
0.087372	1.000000	0.755000
0.043123	1.000000	0.755000
0.062048	1.000000	0.756000
0.054939	1.000000	0.756000
0.066848	1.000000	0.756000
0.085060	1.000000	0.756000
0.052648	1.000000	0.757000
0.058558	1.000000	0.760000
0.068312	1.000000	0.761000
0.057016	1.000000	0.760000
0.076849	1.000000	0.761000
0.066904	1.000000	0.761000
0.053305	1.000000	0.763000
0.081469	1.000000	0.763000
0.057481	1.000000	0.770000
0.060187	1.000000	0.773000
0.067061	1.000000	0.772000
0.050952	1.000000	0.771000
0.071860	1.000000	0.774000
0.061967	1.000000	0.773000
0.057409	1.000000	0.776000
0.040472	1.000000	0.776000
0.057112	1.000000	0.776000
0.051127	1.000000	0.775000
0.063020	1.000000	0.775000
0.052035	1.000000	0.778000
0.039728	1.000000	0.776000
0.045968	1.000000	0.773000
0.075007	1.000000	0.773000
0.060959	1.000000	0.773000
0.052619	1.000000	0.773000
0.053989	1.000000	0.768000
0.070806	1.000000	0.771000
0.068774	1.000000	0.764000
0.044780	1.000000	0.765000
0.046765	1.000000	0.763000
0.064640	1.000000	0.764000
0.030801	1.000000	0.766000
0.036918	1.000000	0.766000
0.058760	1.000000	0.765000
0.044772	1.000000	0.767000
0.065684	1.000000	0.763000
0.050452	1.000000	0.768000
0.081959	1.000000	0.768000
0.060554	1.000000	0.776000
0.056856	1.000000	0.778000
0.061381	1.000000	0.774000
0.064585	1.000000	0.777000
0.049342	1.000000	0.774000
0.063918	1.000000	0.776000
0.084302	1.000000	0.773000
0.045798	1.000000	0.774000
0.041260	1.000000	0.776000
0.035343	1.000000	0.777000
0.058565	1.000000	0.778000
0.030016	1.000000	0.778000
0.041596	1.000000	0.779000
0.039406	1.000000	0.779000
0.049412	1.000000	0.776000
0.040691	1.000000	0.770000
0.074385	1.000000	0.769000
0.072880	1.000000	0.772000
0.044951	1.000000	0.770000
0.055010	1.000000	0.768000
0.041273	1.000000	0.768000
0.073209	1.000000	0.766000
0.051800	1.000000	0.766000
0.060428	1.000000	0.766000
0.069727	1.000000	0.767000
0.034647	1.000000	0.766000
0.099491	1.000000	0.767000
0.050778	1.000000	0.767000
0.047123	1.000000	0.767000
0.049583	1.000000	0.768000
0.087499	1.000000	0.766000
0.063663	1.000000	0.765000
0.036108	1.000000	0.766000
0.031041	1.000000	0.766000
0.052588	1.000000	0.765000
0.071376	1.000000	0.767000
0.068045	1.000000	0.768000
0.066694	1.000000	0.767000
0.056001	1.000000	0.764000
0.046117	1.000000	0.769000
0.056980	1.000000	0.769000
0.049692	1.000000	0.768000
0.045251	1.000000	0.767000
0.038162	1.000000	0.765000
0.025591	1.000000	0.765000
0.035229	1.000000	0.763000
0.064459	1.000000	0.769000
0.037015	1.000000	0.766000
0.057725	1.000000	0.766000
0.065157	1.000000	0.764000
0.050216	1.000000	0.762000
0.057179	1.000000	0.758000
0.085393	1.000000	0.759000
0.048884	1.000000	0.759000
0.063595	1.000000	0.759000
0.043943	1.000000	0.760000
0.033305	1.000000	0.764000
0.043199	1.000000	0.763000
0.040656	1.000000	0.763000
0.039883	1.000000	0.765000
0.042717	1.000000	0.764000
0.028485	1.000000	0.764000
0.034727	1.000000	0.763000
0.036793	1.000000	0.765000
0.055974	1.000000	0.766000
0.051330	1.000000	0.766000
0.035951	1.000000	0.767000
0.037024	1.000000	0.766000
0.029608	1.000000	0.766000
0.034687	1.000000	0.766000
0.039243	1.000000	0.767000
0.040421	1.000000	0.767000
0.041969	1.000000	0.769000
0.039688	1.000000	0.769000
0.046393	1.000000	0.771000
0.039702	1.000000	0.772000
0.035586	1.000000	0.772000
0.042927	1.000000	0.772000
0.049473	1.000000	0.772000
0.046820	1.000000	0.772000
0.038536	1.000000	0.772000
0.058265	1.000000	0.768000
0.067247	1.000000	0.771000
0.042948	1.000000	0.767000
0.029542	1.000000	0.769000
0.036814	1.000000	0.769000
0.038655	1.000000	0.765000
0.032382	1.000000	0.765000
0.029166	1.000000	0.764000
0.037861	1.000000	0.764000
0.045344	1.000000	0.764000
0.037770	1.000000	0.763000
0.043162	1.000000	0.763000
0.044371	1.000000	0.763000
0.042678	1.000000	0.766000
0.037620	1.000000	0.770000
0.044057	1.000000	0.770000
0.040383	1.000000	0.773000
0.060127	1.000000	0.775000
0.032301	1.000000	0.778000
0.039410	1.000000	0.774000
0.057084	1.000000	0.766000
0.036554	1.000000	0.767000
0.058422	1.000000	0.767000
0.026737	1.000000	0.766000
0.030821	1.000000	0.767000
0.042771	1.000000	0.768000
0.059322	1.000000	0.773000
0.040544	1.000000	0.776000
0.039810	1.000000	0.777000
0.039155	1.000000	0.780000
0.032064	1.000000	0.780000
0.042882	1.000000	0.777000
0.043131	1.000000	0.776000
0.049737	1.000000	0.776000
0.024868	1.000000	0.775000
0.072289	1.000000	0.771000
0.030224	1.000000	0.770000
0.040944	1.000000	0.770000
0.032640	1.000000	0.769000
0.052406	1.000000	0.768000
0.043019	1.000000	0.767000
0.033712	1.000000	0.765000
0.046954	1.000000	0.766000
0.049226	1.000000	0.766000
0.058958	1.000000	0.765000
0.044010	1.000000	0.763000
0.038832	1.000000	0.766000
0.043964	1.000000	0.764000
0.028664	1.000000	0.767000
0.029600	1.000000	0.767000
0.042176	1.000000	0.771000
0.045354	1.000000	0.772000
0.031262	1.000000	0.776000
0.038105	1.000000	0.776000
0.056092	1.000000	0.778000
0.062127	1.000000	0.778000
0.029609	1.000000	0.778000
0.046253	1.000000	0.774000
0.045224	1.000000	0.770000
0.032179	1.000000	0.769000
0.025088	1.000000	0.768000
0.035145	1.000000	0.765000
0.038751	1.000000	0.762000
0.036072	1.000000	0.762000
0.036665	1.000000	0.763000
0.041452	1.000000	0.759000
0.038291	1.000000	0.755000
0.047926	1.000000	0.757000
0.032007	1.000000	0.757000
0.032533	1.000000	0.758000
0.033894	1.000000	0.758000
0.027872	1.000000	0.757000
0.046919	1.000000	0.760000
0.030029	1.000000	0.760000
0.038496	1.000000	0.761000
0.034335	1.000000	0.763000
0.042187	1.000000	0.761000
0.036999	1.000000	0.760000
0.032571	1.000000	0.759000
0.035383	1.000000	0.760000
0.046979	1.000000	0.761000
0.029645	1.000000	0.765000
0.027198	1.000000	0.764000
0.028920	1.000000	0.763000
0.032870	1.000000	0.764000
0.035401	1.000000	0.764000
0.023906	1.000000	0.764000
0.032422	1.000000	0.765000
0.039707	1.000000	0.764000
0.045725	1.000000	0.765000
0.034350	1.000000	0.764000
0.036575	1.000000	0.760000
0.036681	1.000000	0.763000
0.037927	1.000000	0.764000
0.045294	1.000000	0.763000
0.058646	1.000000	0.768000
0.033273	1.000000	0.768000
0.039383	1.000000	0.769000
0.049286	1.000000	0.769000
0.024764	1.000000	0.766000
0.044953	1.000000	0.766000
0.038746	1.000000	0.763000
0.036815	1.000000	0.763000
0.049533	1.000000	0.764000
0.028581	1.000000	0.759000
0.031438	1.000000	0.761000
0.031136	1.000000	0.764000
0.021884	1.000000	0.765000
0.058239	1.000000	0.766000
0.028782	1.000000	0.768000
0.034874	1.000000	0.769000
0.025631	1.000000	0.770000
0.031112	1.000000	0.767000
0.034540	1.000000	0.769000
0.032359	1.000000	0.769000
0.033952	1.000000	0.767000
0.030156	1.000000	0.765000
0.069201	1.000000	0.767000
0.043631	1.000000	0.766000
0.028058	1.000000	0.761000
0.030011	1.000000	0.759000
0.029565	1.000000	0.754000
0.025112	1.000000	0.751000
0.031618	1.000000	0.748000
0.053579	1.000000	0.749000
0.043331	1.000000	0.748000
0.062733	1.000000	0.750000
0.032571	1.000000	0.749000
0.033772	1.000000	0.751000
0.032235	1.000000	0.753000
0.044997	1.000000	0.755000
0.040483	1.000000	0.762000
0.041702	1.000000	0.762000
0.033852	1.000000	0.760000
0.032004	1.000000	0.760000
0.046011	1.000000	0.761000
0.037466	1.000000	0.761000
0.033968	1.000000	0.759000
0.038258	1.000000	0.761000
0.063296	1.000000	0.764000
0.075668	1.000000	0.764000
0.041152	1.000000	0.761000
0.035531	1.000000	0.763000
0.026242	1.000000	0.763000
0.052922	1.000000	0.761000
0.039535	1.000000	0.763000
0.031399	1.000000	0.766000
0.036689	1.000000	0.771000
0.024675	1.000000	0.773000
0.032493	1.000000	0.769000
0.033268	1.000000	0.765000
0.038550	1.000000	0.764000
0.034835	1.000000	0.760000
0.032469	1.000000	0.759000
0.049642	1.000000	0.755000
0.038363	1.000000	0.755000
0.056943	1.000000	0.756000
0.035361	1.000000	0.763000
0.037360	1.000000	0.762000
0.043044	1.000000	0.760000
0.050302	1.000000	0.759000
0.031453	1.000000	0.762000
0.034670	1.000000	0.760000
0.028750	1.000000	0.761000
0.086538	1.000000	0.763000
0.027539	1.000000	0.761000
0.031333	1.000000	0.760000
0.041757	1.000000	0.760000
0.053881	1.000000	0.757000
0.035014	1.000000	0.753000
0.042140	1.000000	0.753000
0.038216	1.000000	0.754000
0.040282	1.000000	0.752000
0.042579	1.000000	0.754000
0.028217	1.000000	0.755000
0.039892	1.000000	0.758000
0.033218	1.000000	0.756000
0.041812	1.000000	0.758000
0.032460	1.000000	0.759000
0.032127	1.000000	0.761000
0.024801	1.000000	0.761000
0.023526	1.000000	0.761000
0.023943	1.000000	0.761000
0.027511	1.000000	0.761000
0.037513	1.000000	0.762000
0.032724	1.000000	0.762000
0.052555	1.000000	0.764000
0.040823	1.000000	0.764000
0.050667	1.000000	0.764000
0.024655	1.000000	0.764000
0.026361	1.000000	0.763000
0.029617	1.000000	0.762000
0.036259	1.000000	0.762000
0.027289	1.000000	0.762000
0.030182	1.000000	0.763000
0.037430	1.000000	0.763000
0.036348	1.000000	0.763000
0.047428	1.000000	0.763000
0.043346	1.000000	0.763000
0.028843	1.000000	0.762000
0.028475	1.000000	0.763000
0.028662	1.000000	0.761000
0.031070	1.000000	0.761000
0.033201	1.000000	0.761000
0.040610	1.000000	0.762000
0.030706	1.000000	0.762000
0.031593	1.000000	0.760000
0.025958	1.000000	0.759000
0.034620	1.000000	0.761000
0.034970	1.000000	0.762000
0.033000	1.000000	0.762000
0.041938	1.000000	0.764000
0.028654	1.000000	0.764000
0.026376	1.000000	0.762000
0.027424	1.000000	0.762000
0.028144	1.000000	0.762000
0.023710	1.000000	0.762000
0.037367	1.000000	0.762000
0.030042	1.000000	0.764000
0.026927	1.000000	0.764000
0.039811	1.000000	0.766000
0.031311	1.000000	0.764000
0.029309	1.000000	0.764000
0.069907	1.000000	0.764000
0.034544	1.000000	0.765000
0.033227	1.000000	0.763000
0.026636	1.000000	0.763000
0.031062	1.000000	0.763000
0.047641	1.000000	0.762000
0.023143	1.000000	0.767000
0.033094	1.000000	0.766000
0.026994	1.000000	0.766000
0.039424	1.000000	0.765000
0.026968	1.000000	0.766000
0.037054	1.000000	0.764000
0.025935	1.000000	0.764000
0.023561	1.000000	0.765000
0.023488	1.000000	0.765000
0.034166	1.000000	0.765000
0.030330	1.000000	0.766000
0.028933	1.000000	0.766000
0.034121	1.000000	0.764000
0.032679	1.000000	0.766000
0.023483	1.000000	0.766000
0.036278	1.000000	0.765000
0.029940	1.000000	0.765000
0.037219	1.000000	0.766000
0.025297	1.000000	0.764000
0.038163	1.000000	0.765000
0.040444	1.000000	0.766000
0.026439	1.000000	0.768000
0.034576	1.000000	0.766000
0.031668	1.000000	0.766000
0.028342	1.000000	0.766000
0.026531	1.000000	0.762000
0.024776	1.000000	0.763000
0.030718	1.000000	0.763000
0.029821	1.000000	0.766000
0.033762	1.000000	0.765000
0.025776	1.000000	0.766000
0.029618	1.000000	0.768000
0.034191	1.000000	0.766000
0.029245	1.000000	0.766000
0.021930	1.000000	0.770000
0.032637	1.000000	0.769000
0.039118	1.000000	0.774000
0.023046	1.000000	0.776000
0.030489	1.000000	0.779000
0.031032	1.000000	0.775000
0.042773	1.000000	0.774000
0.047117	1.000000	0.775000
0.025525	1.000000	0.774000
0.032543	1.000000	0.774000
0.031607	1.000000	0.774000
0.025403	1.000000	0.773000
0.026331	1.000000	0.775000
0.024311	1.000000	0.776000
0.032384	1.000000	0.776000
0.063064	1.000000	0.776000
0.034735	1.000000	0.771000
0.026466	1.000000	0.770000
0.032866	1.000000	0.771000
0.032588	1.000000	0.772000
0.024504	1.000000	0.769000
0.048489	1.000000	0.770000
0.033624	1.000000	0.769000
0.027644	1.000000	0.771000
0.074894	1.000000	0.774000
0.040900	1.000000	0.777000
0.025970	1.000000	0.776000
0.044397	1.000000	0.780000
0.023836	1.000000	0.780000
0.025500	1.000000	0.778000
0.029468	1.000000	0.779000
0.036823	1.000000	0.779000
0.033143	1.000000	0.779000
0.034393	1.000000	0.780000
0.043820	1.000000	0.780000
0.047531	1.000000	0.780000
0.031260	1.000000	0.779000
0.034591	1.000000	0.780000
0.075284	1.000000	0.780000
0.043997	1.000000	0.780000
0.033592	1.000000	0.781000
0.038502	1.000000	0.776000
0.033087	1.000000	0.778000
0.040481	1.000000	0.775000
0.024843	1.000000	0.772000
0.024236	1.000000	0.766000
0.024125	1.000000	0.766000
0.033079	1.000000	0.768000
0.025910	1.000000	0.763000
0.035111	1.000000	0.762000
0.023925	1.000000	0.761000
0.022531	1.000000	0.762000
0.021978	1.000000	0.759000
0.036374	1.000000	0.757000
0.045105	1.000000	0.757000
0.024030	1.000000	0.758000
0.028303	1.000000	0.759000
0.025020	1.000000	0.758000
0.041023	1.000000	0.758000
0.021836	1.000000	0.759000
0.027616	1.000000	0.759000
0.028044	1.000000	0.758000
0.029288	1.000000	0.758000
0.034366	1.000000	0.758000
0.030269	1.000000	0.759000
0.027871	1.000000	0.759000
0.036101	1.000000	0.762000
0.035824	1.000000	0.762000
0.027899	1.000000	0.762000
0.030829	1.000000	0.763000
0.024454	1.000000	0.763000
0.035895	1.000000	0.762000
0.032163	1.000000	0.762000
0.023598	1.000000	0.761000
0.030394	1.000000	0.761000
0.026402	1.000000	0.760000
0.024758	1.000000	0.760000
0.030848	1.000000	0.760000
0.029158	1.000000	0.760000
0.030344	1.000000	0.761000
